Date,dia,hora,Suma de sms,Suma de whatsapp_activo,Suma de whatsapp_inactivo,Suma de email,Suma de total_sessions,Suma de purchase_intention,Suma de funnel_purchase,Suma de funnel_viewItem,Suma de funnel_checkout,Suma de funnel_cart
2025-01-22 00:00:00,2-Miércoles,02,50,0,0,50,81,34,0,13,2,6
2025-01-22 00:00:00,2-Miércoles,03,93,0,0,93,55,22,0,10,0,4
2025-01-22 00:00:00,2-Miércoles,04,54,0,0,54,80,25,0,4,0,8
2025-01-22 00:00:00,2-Miércoles,05,59,0,0,59,150,51,0,18,0,11
2025-01-22 00:00:00,2-Miércoles,06,58,0,0,58,174,72,3,32,3,10
2025-01-22 00:00:00,2-Miércoles,07,50,0,0,50,229,105,6,35,2,16
2025-01-22 00:00:00,2-Miércoles,08,198,0,0,198,268,129,6,48,1,24
2025-01-22 00:00:00,2-Miércoles,09,603,0,282,603,337,164,10,59,3,30
2025-01-22 00:00:00,2-Miércoles,10,526,0,0,526,307,161,12,57,8,27
2025-01-22 00:00:00,2-Miércoles,11,50,0,154,50,295,152,11,63,2,28
2025-01-22 00:00:00,2-Miércoles,12,1026,0,454,1026,313,152,12,58,3,34
2025-01-22 00:00:00,2-Miércoles,13,360,0,0,360,276,126,5,51,1,24
2025-01-22 00:00:00,2-Miércoles,14,250,0,0,250,267,129,6,53,4,22
2025-01-22 00:00:00,2-Miércoles,15,66,0,0,66,293,141,6,64,3,26
2025-01-22 00:00:00,2-Miércoles,16,1178,0,511,1178,379,206,12,84,5,36
2025-01-22 00:00:00,2-Miércoles,17,76,0,0,76,359,207,9,83,3,36
2025-01-22 00:00:00,2-Miércoles,18,1368,0,1177,1368,449,241,10,112,7,36
2025-01-22 00:00:00,2-Miércoles,21,141,0,865,141,814,613,20,398,14,91
2025-01-22 00:00:00,2-Miércoles,22,157,0,0,157,557,387,18,239,7,49
2025-01-22 00:00:00,2-Miércoles,23,63,0,0,63,351,225,8,115,9,47
2025-01-23 00:00:00,3-Jueves,00,36,0,0,36,199,148,11,70,5,32
2025-01-23 00:00:00,3-Jueves,01,50,0,0,50,121,82,3,36,2,19
2025-01-23 00:00:00,3-Jueves,02,32,0,0,32,84,43,4,20,1,8
2025-01-23 00:00:00,3-Jueves,03,354,0,0,354,71,44,1,18,2,10
2025-01-23 00:00:00,3-Jueves,04,54,0,0,54,93,58,1,25,1,12
2025-01-23 00:00:00,3-Jueves,05,58,0,0,58,144,72,1,39,2,11
2025-01-23 00:00:00,3-Jueves,06,32,0,0,32,193,106,3,63,0,14
2025-01-23 00:00:00,3-Jueves,07,56,0,0,56,287,163,7,93,2,22
2025-01-23 00:00:00,3-Jueves,08,156,0,0,156,317,171,6,85,5,29
2025-01-23 00:00:00,3-Jueves,09,1508,0,1233,1508,399,191,7,92,6,38
2025-01-23 00:00:00,3-Jueves,10,109,0,0,109,363,205,8,93,6,42
2025-01-23 00:00:00,3-Jueves,11,63,0,140,63,369,153,1,58,4,15
2025-01-23 00:00:00,3-Jueves,12,1767,0,2198,1767,397,121,0,10,0,7
2025-01-23 00:00:00,3-Jueves,13,38,0,0,38,341,107,0,12,0,4
2025-01-23 00:00:00,3-Jueves,14,146,0,0,146,53,25,0,5,1,5
2025-01-23 00:00:00,3-Jueves,15,43,0,0,43,,,,,,
2025-01-23 00:00:00,3-Jueves,16,1344,0,2141,1344,,,,,,
2025-01-23 00:00:00,3-Jueves,17,51,0,0,51,,,,,,
2025-01-23 00:00:00,3-Jueves,18,652,0,1430,652,,,,,,
2025-01-23 00:00:00,3-Jueves,19,38,0,0,38,,,,,,
2025-01-23 00:00:00,3-Jueves,20,157,0,0,157,,,,,,
2025-01-23 00:00:00,3-Jueves,21,28,0,1092,28,,,,,,
2025-01-23 00:00:00,3-Jueves,22,152,0,0,152,,,,,,
2025-01-23 00:00:00,3-Jueves,23,21,0,0,21,,,,,,
2025-01-24 00:00:00,4-Viernes,00,66,0,0,66,,,,,,
2025-01-24 00:00:00,4-Viernes,01,15,0,0,15,,,,,,
2025-01-24 00:00:00,4-Viernes,02,8,0,0,8,,,,,,
2025-01-24 00:00:00,4-Viernes,03,25,0,0,25,,,,,,
2025-01-24 00:00:00,4-Viernes,04,12,0,0,12,,,,,,
2025-01-24 00:00:00,4-Viernes,05,17,0,0,17,,,,,,
2025-01-24 00:00:00,4-Viernes,06,20,0,0,20,,,,,,
2025-01-24 00:00:00,4-Viernes,07,29,0,0,29,,,,,,
2025-01-24 00:00:00,4-Viernes,08,27,0,0,27,,,,,,
2025-01-24 00:00:00,4-Viernes,09,365,0,1554,365,,,,,,
2025-01-24 00:00:00,4-Viernes,10,93,0,0,93,,,,,,
2025-01-24 00:00:00,4-Viernes,11,83,0,114,83,,,,,,
2025-01-24 00:00:00,4-Viernes,12,291,0,1632,291,,,,,,
2025-01-24 00:00:00,4-Viernes,13,77,0,0,77,,,,,,
2025-01-24 00:00:00,4-Viernes,14,38,0,0,38,,,,,,
2025-01-24 00:00:00,4-Viernes,15,40,0,0,40,,,,,,
2025-01-24 00:00:00,4-Viernes,16,278,0,1535,278,,,,,,
2025-01-24 00:00:00,4-Viernes,17,45,0,0,45,,,,,,
2025-01-24 00:00:00,4-Viernes,19,262,0,0,262,,,,,,
2025-01-24 00:00:00,4-Viernes,20,97,0,0,97,,,,,,
2025-01-24 00:00:00,4-Viernes,21,77,0,1395,77,,,,,,
2025-01-24 00:00:00,4-Viernes,22,572,0,0,572,,,,,,
2025-01-24 00:00:00,4-Viernes,23,89,0,0,89,,,,,,
2025-01-25 00:00:00,5-Sábado,00,77,0,0,77,,,,,,
2025-01-25 00:00:00,5-Sábado,01,64,0,0,64,,,,,,
2025-01-25 00:00:00,5-Sábado,02,82,0,0,82,,,,,,
2025-01-25 00:00:00,5-Sábado,03,65,0,0,65,,,,,,
2025-01-25 00:00:00,5-Sábado,04,64,0,0,64,,,,,,
2025-01-25 00:00:00,5-Sábado,05,74,0,0,74,,,,,,
2025-01-25 00:00:00,5-Sábado,06,59,0,0,59,,,,,,
2025-01-25 00:00:00,5-Sábado,07,54,0,0,54,,,,,,
2025-01-25 00:00:00,5-Sábado,08,62,0,0,62,,,,,,
2025-01-25 00:00:00,5-Sábado,09,315,0,1602,315,,,,,,
2025-01-25 00:00:00,5-Sábado,10,154,0,0,154,,,,,,
2025-01-25 00:00:00,5-Sábado,11,74,0,25,74,,,,,,
2025-01-25 00:00:00,5-Sábado,12,117,0,311,117,,,,,,
2025-01-25 00:00:00,5-Sábado,13,354,0,0,354,,,,,,
2025-01-25 00:00:00,5-Sábado,14,136,0,0,136,,,,,,
2025-01-25 00:00:00,5-Sábado,15,184,0,0,184,,,,,,
2025-01-25 00:00:00,5-Sábado,16,1202,0,368,1202,,,,,,
2025-01-25 00:00:00,5-Sábado,17,159,0,0,159,,,,,,
2025-01-25 00:00:00,5-Sábado,18,616,0,380,616,,,,,,
2025-01-25 00:00:00,5-Sábado,19,1054,0,0,1054,,,,,,
2025-01-25 00:00:00,5-Sábado,20,195,0,0,195,,,,,,
2025-01-25 00:00:00,5-Sábado,21,182,0,0,182,,,,,,
2025-01-25 00:00:00,5-Sábado,22,178,0,0,178,,,,,,
2025-01-25 00:00:00,5-Sábado,23,1194,0,0,1194,,,,,,
2025-01-26 00:00:00,6-Domingo,00,139,0,0,139,,,,,,
2025-01-26 00:00:00,6-Domingo,01,248,0,0,248,,,,,,
2025-01-26 00:00:00,6-Domingo,02,134,0,0,134,,,,,,
2025-01-26 00:00:00,6-Domingo,03,161,0,0,161,,,,,,
2025-01-26 00:00:00,6-Domingo,04,139,0,0,139,,,,,,
2025-01-26 00:00:00,6-Domingo,05,130,0,0,130,,,,,,
2025-01-26 00:00:00,6-Domingo,06,146,0,0,146,,,,,,
2025-01-26 00:00:00,6-Domingo,07,124,0,0,124,,,,,,
2025-01-26 00:00:00,6-Domingo,08,171,0,0,171,,,,,,
2025-01-26 00:00:00,6-Domingo,09,186,0,213,186,,,,,,
2025-01-26 00:00:00,6-Domingo,10,287,0,0,287,,,,,,
2025-01-26 00:00:00,6-Domingo,11,140,0,0,140,,,,,,
2025-01-26 00:00:00,6-Domingo,12,545,0,228,545,,,,,,
2025-01-26 00:00:00,6-Domingo,13,575,0,0,575,,,,,,
2025-01-26 00:00:00,6-Domingo,14,202,0,0,202,,,,,,
2025-01-26 00:00:00,6-Domingo,15,657,0,0,657,,,,,,
2025-01-26 00:00:00,6-Domingo,16,197,0,215,197,,,,,,
2025-01-26 00:00:00,6-Domingo,17,171,0,0,171,,,,,,
2025-01-26 00:00:00,6-Domingo,19,136,0,0,136,,,,,,
2025-01-26 00:00:00,6-Domingo,20,139,0,0,139,,,,,,
2025-01-26 00:00:00,6-Domingo,21,164,0,0,164,,,,,,
2025-01-26 00:00:00,6-Domingo,22,258,0,0,258,,,,,,
2025-01-26 00:00:00,6-Domingo,23,156,0,0,156,,,,,,
2025-01-27 00:00:00,0-Lunes,00,109,0,0,109,,,,,,
2025-01-27 00:00:00,0-Lunes,01,1279,0,0,1279,,,,,,
2025-01-27 00:00:00,0-Lunes,02,150,0,0,150,,,,,,
2025-01-27 00:00:00,0-Lunes,03,148,0,0,148,,,,,,
2025-01-27 00:00:00,0-Lunes,04,118,0,0,118,,,,,,
2025-01-27 00:00:00,0-Lunes,05,128,0,0,128,,,,,,
