Date,dia,hora,Suma de sms,Suma de whatsapp_activo,Suma de whatsapp_inactivo,Suma de email,Target,Suma de purchase_intention,Suma de funnel_purchase,Suma de funnel_viewItem,Suma de funnel_checkout,Suma de funnel_cart
1/16/2025 0:00,3-Jueves,00,5,0,0,5,304.727052,97,3,43,1,21
1/16/2025 0:00,3-Jueves,01,10,0,0,10,185.349444,59,6,26,0,9
1/16/2025 0:00,3-Jueves,02,4,0,0,4,91.103964,29,0,12,0,6
1/16/2025 0:00,3-Jueves,03,13,0,0,13,100.528512,32,0,17,1,4
1/16/2025 0:00,3-Jueves,04,6,0,0,6,109.95306,35,0,15,0,6
1/16/2025 0:00,3-Jueves,05,4,0,0,4,172.78338,55,0,21,0,13
1/16/2025 0:00,3-Jueves,06,5,0,0,5,219.90612,70,1,33,1,9
1/16/2025 0:00,3-Jueves,07,14,0,0,14,424.10466,135,4,54,1,28
1/16/2025 0:00,3-Jueves,08,12,0,0,12,449.236788,143,5,53,3,29
1/16/2025 0:00,3-Jueves,09,12,0,0,12,486.93498,155,10,53,4,26
1/16/2025 0:00,3-Jueves,10,10,0,0,10,499.501044,159,5,68,1,31
1/16/2025 0:00,3-Jueves,11,14,0,0,14,552.906816,176,13,65,5,39
1/16/2025 0:00,3-Jueves,12,50,0,0,50,502.64256,160,10,69,5,22
1/16/2025 0:00,3-Jueves,13,7,0,0,7,449.236788,143,6,46,2,32
1/16/2025 0:00,3-Jueves,14,21,0,0,21,398.972532,127,3,53,4,23
1/16/2025 0:00,3-Jueves,15,11,0,0,11,427.246176,136,8,44,1,29
1/16/2025 0:00,3-Jueves,16,44,0,0,44,725.690196,231,9,97,3,40
1/16/2025 0:00,3-Jueves,17,20,0,0,20,700.558068,223,19,83,2,50
1/16/2025 0:00,3-Jueves,18,9,0,0,9,666.001392,212,6,89,2,45
1/16/2025 0:00,3-Jueves,19,15,0,0,15,697.416552,222,16,96,5,39
1/16/2025 0:00,3-Jueves,20,38,0,0,38,788.520516,251,12,107,3,67
1/16/2025 0:00,3-Jueves,21,17,0,0,17,863.9169,275,9,121,7,53
1/16/2025 0:00,3-Jueves,22,645,0,0,645,622.020168,198,9,84,8,36
1/16/2025 0:00,3-Jueves,23,134,0,0,134,430.387692,137,5,62,6,27
1/15/2025 0:00,2-Miércoles,00,2,0,0,2,298.44402,95,8,42,2,15
1/15/2025 0:00,2-Miércoles,01,3,0,0,3,182.207928,58,1,21,2,12
1/15/2025 0:00,2-Miércoles,02,8,0,0,8,125.66064,40,1,11,0,9
1/15/2025 0:00,2-Miércoles,03,6,0,0,6,100.528512,32,2,13,2,1
1/15/2025 0:00,2-Miércoles,04,4,0,0,4,135.085188,43,0,18,0,3
1/15/2025 0:00,2-Miércoles,05,3,0,0,3,191.632476,61,1,23,1,7
1/15/2025 0:00,2-Miércoles,06,5,0,0,5,273.311892,87,4,38,3,12
1/15/2025 0:00,2-Miércoles,07,15,0,0,15,342.425244,109,3,44,4,24
1/15/2025 0:00,2-Miércoles,08,16,0,0,16,370.698888,118,6,53,1,16
1/15/2025 0:00,2-Miércoles,09,17,0,0,17,951.879348,303,11,129,2,49
1/15/2025 0:00,2-Miércoles,10,32,0,0,32,568.614396,181,4,87,1,32
1/15/2025 0:00,2-Miércoles,11,6,0,0,6,873.341448,278,9,112,6,51
1/15/2025 0:00,2-Miércoles,12,30,0,0,30,945.596316,301,13,119,7,49
1/15/2025 0:00,2-Miércoles,13,13,0,0,13,584.321976,186,7,71,6,37
1/15/2025 0:00,2-Miércoles,14,7,0,0,7,527.774688,168,8,68,3,24
1/15/2025 0:00,2-Miércoles,15,8,0,0,8,656.576844,209,9,88,2,24
1/15/2025 0:00,2-Miércoles,16,16,0,0,16,1118.379696,356,16,154,7,54
1/15/2025 0:00,2-Miércoles,17,14,0,0,14,832.50174,265,7,123,1,54
1/15/2025 0:00,2-Miércoles,18,18,0,0,18,1291.163076,411,18,179,10,41
1/15/2025 0:00,2-Miércoles,19,11,0,0,11,1090.106052,347,19,142,12,64
1/15/2025 0:00,2-Miércoles,20,25,0,0,25,961.303896,306,22,123,4,57
1/15/2025 0:00,2-Miércoles,21,20,0,0,20,999.002088,318,25,136,5,40
1/15/2025 0:00,2-Miércoles,22,19,0,0,19,832.50174,265,11,118,6,45
1/15/2025 0:00,2-Miércoles,23,19,0,0,19,468.085884,149,4,62,3,29
1/14/2025 0:00,1-Martes,00,7,0,0,7,307.868568,98,9,43,3,19
1/14/2025 0:00,1-Martes,01,4,0,0,4,116.236092,37,1,16,0,6
1/14/2025 0:00,1-Martes,02,7,0,0,7,109.95306,35,3,12,1,11
1/14/2025 0:00,1-Martes,03,7,0,0,7,78.5379,25,0,10,1,3
1/14/2025 0:00,1-Martes,04,4,0,0,4,65.971836,21,2,11,1,2
1/14/2025 0:00,1-Martes,05,8,0,0,8,141.36822,45,1,16,0,12
1/14/2025 0:00,1-Martes,06,7,0,0,7,172.78338,55,3,28,2,5
1/14/2025 0:00,1-Martes,07,6,0,0,6,248.179764,79,3,37,2,16
1/14/2025 0:00,1-Martes,08,4,0,0,4,458.661336,146,8,63,4,16
1/14/2025 0:00,1-Martes,09,11,0,0,11,370.698888,118,10,41,5,26
1/14/2025 0:00,1-Martes,10,6,0,0,6,436.670724,139,9,62,1,21
1/14/2025 0:00,1-Martes,11,10,0,0,10,471.2274,150,7,53,5,33
1/14/2025 0:00,1-Martes,12,8,0,0,8,474.368916,151,9,66,1,28
1/14/2025 0:00,1-Martes,13,15,0,0,15,417.821628,133,6,50,6,27
1/14/2025 0:00,1-Martes,14,6,0,0,6,449.236788,143,10,54,1,25
1/14/2025 0:00,1-Martes,15,9,0,0,9,452.378304,144,6,56,5,37
1/14/2025 0:00,1-Martes,16,10,0,0,10,546.623784,174,11,68,2,34
