sku_producto,nombre_producto,descripcion,descripcion,Monto,cantidad,Promedio de altura,Promedio de ancho,costo_entrega,is_active,Promedio de precio_amazon,Promedio de stock
69183502001,Ninja Foodi Licuadora con Sistema de Procesador y Extractor de Nutrientes CO401B,Licuadoras,Enseres Menores,11204.77,4,21.49820896,14.46402985,933.72,TRUE,2417.115702,112
70694365023,Casa de Muñecas Savannah,Muñecas,Juguetes,4670.54,2,23.5,10.83,134.84,TRUE,0,0
71042547894,Red Dead Redemption 2 Playstation 4 Físico.,Consolas,Electrónicos,1575.34,2,20.76259615,19.5775,3827.44,FALSE,19.33668342,2
71171952291,The Last Of Us Remastered Playstation Hits Playstation 4.,Consolas,Electrónicos,802.27,1,20.76259615,19.5775,3827.44,FALSE,19.33668342,2
71171955519,Control DualSense PlayStation 5 Grey Camo,Consolas,Electrónicos,2626.54,2,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
71171957083,Consola Digital PlayStation 5 Sony 1TB slim con Ratchet y Clank y Returnal,Consolas,Electrónicos,104235.24,12,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
71171957337,Consola Play Station 5 Digital 1 TB,Consolas,Electrónicos,32146.28,4,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
71171957337,Consola Playstation 5 Digital 1 TB,Consolas,Electrónicos,23208.16,3,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
72144273532,"Cama para perros grandes, azul",Camas,Mascotas,2844.81,3,45.4,52.1,2640.16,TRUE,0,1
72277728347,Nintendo Switch Estuche Viajero Mario Bros,Consolas,Electrónicos,232.87,1,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
75000005034,Juego de Olla Express Ekco 8 litros con Juego de Sartenes Ekco,Baterías de cocina,Hogar,7266.42,6,24.76086957,26.73913043,732.15,TRUE,0,103
75030278376,Cama Para Perro Estilo Colchón Ortopédico Alfa Anti-Estrés + 1 Juguete Anti Ansiedad Pawtrend Sweet Dreams Ortopédico.,Camas,Mascotas,2165.91,3,45.4,52.1,2640.16,TRUE,0,1
75827715877,Bocina 8 Recargable Luz + Tripie Kaiser,Bocinas,Electrónicos,127983.6,80,19.53870968,17.20322581,3040.67,FALSE,0,0
7.61318E+11,Salon Onestep Secador Y Voluminizador,Cabello,Belleza,1867.34,2,12.6,10.5,366.08,FALSE,0,0
76428309082,Audífonos Diadema Gato Luces De Colores Bluetooth,Audífonos y Micrófonos,Electrónicos,1574.61,3,24.04655172,16.03189655,17200.02,TRUE,0,20
76428309086,Audífonos Diadema  Gato Luces De Colores Bluetooth,Audífonos y Micrófonos,Electrónicos,612.47,1,24.04655172,16.03189655,17200.02,TRUE,0,20
76428309104,Audífonos Diadema Con Microfono Integrado Unicornio,Audífonos y Micrófonos,Electrónicos,510.27,1,24.04655172,16.03189655,17200.02,TRUE,0,20
76428309120,Micrófono Karaoke Bluetooth,Audífonos y Micrófonos,Electrónicos,1311.81,3,13.566,19.076,551,FALSE,0,0
76506678208,"Asador De Carbon Portatil De  Acero, De 16"" De Diametro",Asadores de carbón,Hogar,1276.77,1,75.5,45,1631.59,FALSE,0,0
77798926389,"Azulejos Magnéticos Juguetes Para Niños, 36Pcs Juego De Inicio Imán 3D.",Juguetes didácticos,Juguetes,1969.54,2,56.33333333,41.33333333,759.92,FALSE,0,0
77898835855,"Meccano, Kit De Construcción De Modelos Stem De Vehículos De Carreras.",Juguetes de construcción,Juguetes,1896.54,2,9,9,119.88,FALSE,0,0
81000286297,Freidora De Aire Digital 5.67 Litros Negra,Freidoras de aire,Enseres Menores,3939.81,3,25.66666667,22.83333333,352.05,TRUE,0,46
81000286298,Freidora De Aire Digital 7.57 Litros,Freidoras de aire,Enseres Menores,19848.7,10,38.075,33.5,736.09,FALSE,0,0
81000286388,Freidora De Aire Doble Canasta De 9 Litros,Freidoras de aire,Enseres Menores,9754.99,7,38.075,33.5,736.09,FALSE,0,0
81000286443,Freidora De Aire Gourmia De 6.6 L / 7 Qt Con 12 Preajustes De Un Solo Toque.,Freidoras de aire,Enseres Menores,8026.35,5,25.66666667,22.83333333,352.05,TRUE,0,46
81000286447,Cafetera Espresso Gourmia De 15 Bares Con Potente Espumador.,Cafeteras,Enseres Menores,2905.4,2,38.2,24.175,618.74,FALSE,0,0
81000286448,Horno Tostador Digital Gourmia Para 6 Rebanadas Con 19 Preajustes De Un Solo Toque En Acero.,Hornos De Mesa,Línea Blanca,15762.16,8,43.55,36.17,197.35,FALSE,0,0
81006170620,Estación De Desayuno 3 En 1 Rojo,Hornos Eléctricos,Enseres Menores,6677.31,5,34,36.75,165.65,TRUE,0,30
81014457050,Plato para Perro Set 2 Piezas Comedero de Cerámica con Base Elevada Incluida Capacidad de 1.3 L y 500 ML,Platos y bebederos,Mascotas,6303.55,17,35,35,382.9,TRUE,0,0
81117502544,Dispensador De Agua Oster Os-Wda633 Gris Con Blanco.,Despachadores De Agua,Línea Blanca,13893.36,8,66.7,32.45454545,182.3,TRUE,1201.388889,112
81907902246,Ventilador Torre Omnibreeze 40 Pul 4 Vel Control Omnibreeze Torre Oscilante,Ventiladores,Línea Blanca,5034.81,3,69,25.66666667,911.6,FALSE,0,0
84002325214,Motorola Moto G54 5G Dual Sim 128GB 8GB RAM Verde Menta,Celulares,Electrónicos,19984.48,7,21.33904453,21.57153846,36768.05,TRUE,1025.333147,10
84008051504,Amazon Echo Dot (5. Gen),Bocinas,Electrónicos,18139.77,22,20.41518325,16.77853403,11971.2,TRUE,0,30
84008054361,Amazon Echo Show 5 3Ra Gen Azul,Bocinas,Electrónicos,1057.77,1,19.53870968,17.20322581,3040.67,FALSE,0,0
84008056192,Amazon Echo Dot (5. Gen),Bocinas,Electrónicos,39182.75,48,20.41518325,16.77853403,11971.2,TRUE,0,30
84008059480,Bocina Inteligente Amazon Echo Pop Wifi Bluetooth Tipo Media Luna Lila,Bocinas,Electrónicos,7630.69,14,20.41518325,16.77853403,11971.2,TRUE,0,30
84026892180,Bocina Inteligente Amazon Echo Pop Wifi Bluetooth Tipo Media Luna Blanco,Bocinas,Electrónicos,10601.79,18,20.41518325,16.77853403,11971.2,TRUE,0,30
84026893587,Bocina Inteligente Amazon Echo Pop Wifi Bluetooth Tipo Media Luna Verde,Bocinas,Electrónicos,8943.23,16,20.41518325,16.77853403,11971.2,TRUE,0,30
84046409405,Barra De Sonido Tcl S332W Negro.,Bocinas,Electrónicos,19816.58,14,19.53870968,17.20322581,3040.67,FALSE,0,0
85369795252,Bocina Inteligente Amazon Echo Dot 5ta Generación con Reloj,Bocinas,Electrónicos,3992.37,4,19.53870968,17.20322581,3040.67,FALSE,0,0
88392973079,Hogwarts Legacy Playstation 5 Físico.,Consolas,Electrónicos,4639.88,4,20.76259615,19.5775,3827.44,FALSE,19.33668342,2
88392977944,Lego Marvel Super Heroes Nintendo Switch Warner Físico.,Consolas,Electrónicos,897.17,1,20.76259615,19.5775,3827.44,FALSE,19.33668342,2
88727670958,Samsung Galaxy Buds2 Pro Auriculares True Wireless Stereo (TWS) Intra auditivo Llamadas/Música Bluetooth Púrpura,Audífonos y Micrófonos,Electrónicos,1678.27,1,24.04655172,16.03189655,17200.02,TRUE,0,20
88796181397,Pista De Rueda Giratoria De Hot Wheels Action.,Pistas,Juguetes,984.77,1,34.95,44.57666667,430.95,FALSE,0,1
88796187301,Pista Hot Wheels City Stunt Garage,Pistas,Juguetes,568.67,1,34.95,44.57666667,430.95,FALSE,0,1
88796187301,Pista Hot Wheels City Stunt Garage.,Pistas,Juguetes,1852.74,2,34.95,44.57666667,430.95,FALSE,0,1
88796191862,Muñeca Barbie Careers Pediatra Con Bebé.,Muñecas,Juguetes,1677.54,2,32.96583333,26.06166667,1559.17,FALSE,0,0
88831700200,Juego 153 Herramientas Y Acces Portafolio.,Herramientas,Hogar,10870.43,9,32.2,23.8,889.35,FALSE,0,1
88969856829,Funko Pop Spider Man,Figuras de acción,Juguetes,356.97,1,25.35,23.25,248.25,FALSE,0,0
88969859276,Funko Movies: The Batman,Figuras de acción,Juguetes,342.37,1,25.35,23.25,248.25,FALSE,0,0
88969867610,Funko Spider Man No Way Home,Figuras de acción,Juguetes,356.97,1,,,0,TRUE,0,0
88984264072,Consola Xbox Series X de 1 TB Negra,Consolas,Electrónicos,249350.48,27,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
88984270710,Control Inalámbrico Xbox One Series X/S Pulse Red,Consolas,Electrónicos,7966.49,7,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
88984271690,Control Inalámbrico Xbox One Series X/S Shock Blue,Consolas,Electrónicos,5690.35,5,20.76259615,19.5775,3827.44,FALSE,19.33668342,2
88984271706,Control Inalámbrico Xbox Series Elite 2 Blanco,Consolas,Electrónicos,8727.88,4,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
88984282395,Control Inalámbrico Xbox Series Mineral Camo Edición Especial,Consolas,Electrónicos,2480.54,2,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
88984289647,Microsoft Control Inalambrico Xbox Velocity Green,Consolas,Electrónicos,1072.37,1,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
1,Tablet Samsung Galaxy Tab A7 Lite With Book Cover Sm-t220 8.7 32gb Gris Y 3gb,Tablets,Electrónicos,2262.27,1,38.73106061,18.03787879,28938.68,TRUE,1388.211416,23
0010VL,Cómoda De Madera Modelo Ibiza Color Chocolate Largo 80 Cm 5 Cajones Recámara,Cajoneras,Muebles,7444.54,2,14,20,0,TRUE,0,0
0012VL,Cómoda De Madera Modelo Tenerife Color Chocolate Largo 121 Cm 4 Cajones Recámara,Cajoneras,Muebles,23283.35,5,14,20,0,TRUE,0,0
1.32753E+11,Pritom K7 Tablet Infantil 7 Pulgada Con Funda Protectora Ls Yongsheng.,Tablets,Electrónicos,9193.62,6,38.73106061,18.03787879,28938.68,TRUE,1388.211416,23
3.39189E+11,Dragon Ball Xenoverse 2 Nintendo Switch Nintendo Switch Game.,Consolas,Electrónicos,5821.02,6,19.68862069,20.35614943,2604.66,TRUE,488.1689189,9
0039VL,Alacena De Madera Modelo Moscú Color Chocolate Largo 80 Cm Mueble De Cocina Horno,Archivero,Muebles,4189.47,1,14.5,18.63636364,0,TRUE,0,1
4.00879E+11,Set De Juego Playmobil Máquina Del Misterio,Juguetes de construcción,Juguetes,1692.14,2,9,9,119.88,FALSE,0,0
4.00879E+11,Marty & Doc. Brow Playmobil Back to the Future 6 Piezas,Figuras de acción,Juguetes,189.07,1,,,0,TRUE,0,0
4.54741E+11,Cámara Instantánea Fujifilm Instax Mini 11,Cámaras Digitales,Electrónicos,1532.27,1,19,11,230.08,TRUE,0,15
4.54953E+11,Calculadora Cientifica Para Universidad 417 Funciones,Calculadoras,Electrónicos,875.27,1,10,30,364.95,TRUE,0,2
4.71933E+11,Aspiradora Seco-Mojado Wd-2.5 + Hidrolavadora Koblenz,Aspiradoras,Enseres Menores,18501.85,5,26.66666667,23.66666667,132.92,FALSE,0,6
